iter	Logloss
267	0.2085808733
268	0.208349554
269	0.2080555387
270	0.2075203727
271	0.2072449546
272	0.2062197589
273	0.2057389497
274	0.2054062052
275	0.2045349127
276	0.2042995313
277	0.2035954023
278	0.2032529567
279	0.2028461389
280	0.2019474829
281	0.2017296927
282	0.2012989379
283	0.2009261543
284	0.2006918985
285	0.2001782751
286	0.2000706615
287	0.1990669265
288	0.1988415076
289	0.1981410606
290	0.197394362
291	0.1964693897
292	0.1958310859
293	0.1956126745
294	0.1954563345
295	0.195399366
296	0.1949044136
297	0.1946030393
298	0.1944783448
299	0.1940271432
300	0.1938151698
301	0.1937037431
302	0.1931267977
303	0.1928377827
304	0.1928046706
305	0.1922971325
306	0.1918105899
307	0.1915921166
308	0.1911142313
309	0.1909026485
310	0.1902842588
311	0.1896073981
312	0.1889423446
313	0.1884132734
314	0.1881109076
315	0.1874934201
316	0.1872171188
317	0.1865919662
318	0.1860657662
319	0.1860196665
320	0.1858292412
321	0.1852212913
322	0.1848257117
323	0.1841664351
324	0.1838759871
325	0.1831738707
326	0.1829838574
327	0.1825896776
328	0.1822651583
329	0.1820530592
330	0.1817166547
331	0.181566386
332	0.1814054879
333	0.1812394333
334	0.180368969
335	0.1800741395
336	0.1793105192
337	0.1790143523
338	0.1783433008
339	0.1780650645
340	0.1779260033
341	0.1775496386
342	0.1772013384
343	0.1770815384
344	0.1769793005
345	0.1767346672
346	0.1762185826
347	0.175738974
348	0.1751608202
349	0.1744641103
350	0.1742997949
351	0.1740327418
352	0.1738234323
353	0.1732879759
354	0.1730943084
355	0.1726542494
356	0.1720815558
357	0.172008003
358	0.1716246658
359	0.1712101843
360	0.1704624799
361	0.1702136374
362	0.1700485066
363	0.1697576254
364	0.169345286
365	0.1692319784
366	0.1690905509
367	0.1689463928
368	0.1684387936
369	0.1682184427
370	0.167569316
371	0.1671429163
372	0.1669175419
373	0.1667313085
374	0.1664430503
375	0.1659849419
376	0.1657465837
377	0.1652349149
378	0.1648762553
379	0.1647506143
380	0.1645466907
381	0.1639631508
382	0.1638379214
383	0.1637026173
384	0.1635507043
385	0.1631875429
386	0.1626772392
387	0.1622658819
388	0.1621287088
389	0.161882663
390	0.1613897269
391	0.1612086041
392	0.1609159718
393	0.1606375258
394	0.1601246802
395	0.15993226
396	0.1597168496
397	0.1595915659
398	0.1592962304
399	0.1591924559
400	0.1590194908
401	0.1587894101
402	0.1586533601
403	0.1585928529
404	0.1584620252
405	0.1583717848
406	0.1582445962
407	0.1578181776
408	0.1576385156
409	0.1575173127
410	0.1572993301
411	0.157255032
412	0.1569874985
413	0.1568702987
414	0.1565542426
415	0.156359287
416	0.1560958174
417	0.1559472255
418	0.1558839643
419	0.1557957038
420	0.1555653023
421	0.155401047
422	0.1551603177
423	0.1546837101
424	0.1545006098
425	0.1544017553
426	0.1542317177
427	0.1540421114
428	0.1536422045
429	0.153525318
430	0.1533336047
431	0.1532776672
432	0.1527700665
433	0.1525110471
434	0.1520865181
435	0.1519276685
436	0.1518524087
437	0.1516214694
438	0.1515136003
439	0.1509925188
440	0.1506290402
441	0.1502856422
442	0.1501342948
443	0.1495978906
444	0.1495043368
445	0.1493217312
446	0.149071633
447	0.1489637506
448	0.1485989065
449	0.1483901369
450	0.1479954563
451	0.1476644387
452	0.1472460856
453	0.1470078318
454	0.1468321967
455	0.1465487481
456	0.1464946726
457	0.1462311773
458	0.1461349693
459	0.1459769478
460	0.1458913671
461	0.1455502907
462	0.1451513818
463	0.1450543736
464	0.1447666338
465	0.1445022362
466	0.1444001386
467	0.1440205759
468	0.1439260636
469	0.1438425387
470	0.1436831252
471	0.1434144206
472	0.14318295
473	0.1431024912
474	0.1428971237
475	0.1426412385
476	0.1425195394
477	0.1420783541
478	0.1419450685
479	0.1417778319
480	0.1416019667
481	0.141490723
482	0.1414018608
483	0.1412577104
484	0.1410691023
485	0.1410418695
486	0.1408833894
487	0.1407389732
488	0.1404087576
489	0.1400692203
490	0.1397432795
491	0.1395650106
492	0.139262299
493	0.138970208
494	0.1387575272
495	0.1383318972
496	0.1381898996
497	0.137729235
498	0.1377059819
499	0.1376329969
500	0.137399162
501	0.1371237698
502	0.1370157302
503	0.1366716607
504	0.1364477787
505	0.1362656384
506	0.1359842124
507	0.1357370897
508	0.1355725401
509	0.1354918894
510	0.1351993194
511	0.1350523035
512	0.1346666793
513	0.1343541905
514	0.1342731372
515	0.1341649694
516	0.1339115068
517	0.1338319457
518	0.1334995184
519	0.1334345376
520	0.1330507058
521	0.1329674071
522	0.1327193085
523	0.1325873415
524	0.1324772186
525	0.1323634387
526	0.1322707945
527	0.1320626331
528	0.1317796973
529	0.1314391804
530	0.131202227
531	0.1311354989
532	0.1311013577
533	0.1305745207
534	0.1304497551
535	0.1303854527
536	0.130152989
537	0.1300182091
538	0.1298817647
539	0.1294301065
540	0.1292166725
541	0.1291005978
542	0.1287445227
543	0.1284418587
544	0.1283774616
545	0.1281840787
546	0.1280546409
547	0.1280152792
548	0.1279309993
549	0.1276600938
550	0.1275102893
551	0.1273924525
552	0.1269928837
553	0.1268849411
554	0.1267546088
555	0.1266913133
556	0.1263246987
557	0.1261736062
558	0.1260690024
559	0.1260248823
560	0.125957765
561	0.1259068555
562	0.1257483034
563	0.1256549707
564	0.1253620287
565	0.125115813
566	0.1248898931
567	0.1248261117
568	0.1247542167
569	0.1244782178
570	0.1241932477
571	0.1241148266
572	0.1240434885
573	0.1239505511
574	0.123730774
575	0.1236778164
576	0.1235924563
577	0.12331909
578	0.1231176202
579	0.122910731
580	0.1227528676
581	0.1224651667
582	0.1222085805
583	0.1220802434
584	0.121939499
585	0.121781452
586	0.1216600499
587	0.121398135
588	0.1209772714
589	0.1207252574
590	0.1204877728
591	0.1202820046
592	0.1202283556
593	0.1201255953
594	0.1199656366
595	0.1195939424
596	0.1194501525
597	0.1192663236
598	0.119148927
599	0.1190970686
600	0.1190591192
601	0.118675029
602	0.1184039837
603	0.1182997089
604	0.1182095856
605	0.1180382227
606	0.1178604654
607	0.1176201463
608	0.1174362433
609	0.1173467352
610	0.1173116188
611	0.117087708
612	0.1168933333
613	0.1167971173
614	0.1167182966
615	0.1166903552
616	0.1165605345
617	0.1164660082
618	0.1162438213
619	0.11612965
620	0.1159438834
621	0.1158471919
622	0.1157266564
623	0.1154644547
624	0.1153097754
625	0.1152616349
626	0.1150258073
627	0.1148493854
628	0.1145641717
629	0.1144792365
630	0.1143238583
631	0.1141708524
632	0.1139759702
633	0.1138820965
634	0.1136130357
635	0.1134138666
636	0.1131423386
637	0.1129592453
638	0.1126264379
639	0.1124252514
640	0.1122776942
641	0.1121950872
642	0.112068038
643	0.1119504373
644	0.1116442394
645	0.1113743256
646	0.1111342455
647	0.110952831
648	0.1108828007
649	0.1107661571
650	0.1105498288
651	0.1104810615
652	0.1103442171
653	0.1100998692
654	0.1100799031
655	0.1098959907
656	0.1096235724
657	0.1095582489
658	0.10932906
659	0.1091603212
660	0.1089471865
661	0.1087014854
662	0.1086628679
663	0.1085856267
664	0.1085547461
665	0.108440004
666	0.1081538036
667	0.1079034668
668	0.1077055172
669	0.1075224132
670	0.1074672384
671	0.1072759478
672	0.1071291757
673	0.1070213887
674	0.1068200063
675	0.1066721176
676	0.1065413089
677	0.1062457914
678	0.1062132531
679	0.1061314519
680	0.106094365
681	0.1058276066
682	0.1056548077
683	0.1055752435
684	0.1054152782
685	0.10533599
686	0.1052999768
687	0.1052834261
688	0.1052605876
689	0.1051890884
690	0.1049743934
691	0.1049319542
692	0.1048252113
693	0.1045853694
694	0.1045236245
695	0.1043661838
696	0.1042467378
697	0.1041713523
698	0.1039682578
699	0.1038465726
700	0.1036910253
701	0.1036682096
702	0.1035437665
703	0.1035210854
704	0.1033809176
705	0.1033149558
706	0.1032738534
707	0.1031658507
708	0.1030007204
709	0.1029291418
710	0.10289676
711	0.1028879896
712	0.1028489821
713	0.1027712671
714	0.1025869155
715	0.1023515642
716	0.1023339161
717	0.1023137297
718	0.1022221265
719	0.1019418538
720	0.1018816188
721	0.1017054687
722	0.1016283751
723	0.1013459531
724	0.1013028871
725	0.1010638564
726	0.1010551289
727	0.1010247759
728	0.1008858139
729	0.1006288022
730	0.1006034389
731	0.1005336904
732	0.1004871953
733	0.1004473449
734	0.1004027611
735	0.1001650844
736	0.1000094566
737	0.09995336037
738	0.09988348458
739	0.09979944854
740	0.09974684223
741	0.09960509644
742	0.09938409174
743	0.09935313971
744	0.09898945417
745	0.09894128255
746	0.09886918519
747	0.09868678447
748	0.09854255037
749	0.09849592101
750	0.09843204269
751	0.09835226097
752	0.09829184017
753	0.09823240982
754	0.09815812654
755	0.09786739633
756	0.09781335503
757	0.09780000059
758	0.09756186412
759	0.09755260401
760	0.09747382808
761	0.09724953538
762	0.09714401808
763	0.09700546091
764	0.09696676144
765	0.09692901933
766	0.09689696676
767	0.09680514024
768	0.09664476934
769	0.09661770728
770	0.09641629121
771	0.0963667369
772	0.09632609583
773	0.09625805879
774	0.09612741086
775	0.09600325963
776	0.09579192585
777	0.09576618053
778	0.09573789851
779	0.09562349118
780	0.09558539489
781	0.09550757937
782	0.09541554075
783	0.09524726468
784	0.0951014832
785	0.09488648843
786	0.09475810482
787	0.09464448065
788	0.0944913406
789	0.09435307881
790	0.09422968795
791	0.09418014558
792	0.09413772284
793	0.09410257201
794	0.09405657487
795	0.09392653905
796	0.0938012034
797	0.09377673455
798	0.09372160339
799	0.09368937191
800	0.09365482811
801	0.09350044659
802	0.09347040447
803	0.09339560601
804	0.09335214962
805	0.09309443176
806	0.09301945205
807	0.09298543455
808	0.09288082278
809	0.0927878085
810	0.09260173225
811	0.09244842684
812	0.09221710792
813	0.09201526152
814	0.09190439215
815	0.09182238349
816	0.09171725735
817	0.09146833901
818	0.09128846236
819	0.09125216661
820	0.09119077401
821	0.09114940151
822	0.09100427623
823	0.09090725184
824	0.09086978858
825	0.09079475557
826	0.09064643361
827	0.09062158361
828	0.09047126013
829	0.09043915952
830	0.09039140111
831	0.09023163646
832	0.09011592649
833	0.08993466166
834	0.08989327947
835	0.08980334835
836	0.0896196347
837	0.08946314566
838	0.08934935432
839	0.08928600968
840	0.08924839455
841	0.08913153678
842	0.08900016564
843	0.08882973304
844	0.08879877073
845	0.08870920107
846	0.08861709062
847	0.08856936668
848	0.08851560176
849	0.08837829983
850	0.08826248234
851	0.08815432587
852	0.08802840289
853	0.08799709344
854	0.08793693102
855	0.08790752673
856	0.08779600518
857	0.08764300251
858	0.08740593714
859	0.0873781521
860	0.08735589609
861	0.08721751721
862	0.08710716887
863	0.08692034267
864	0.08675821144
865	0.0867118804
866	0.0866211918
867	0.08650548752
868	0.08646817591
869	0.086413476
870	0.08631898624
871	0.08615888571
872	0.08614347048
873	0.08612536011
874	0.08608557481
875	0.08604382006
876	0.08582619691
877	0.08569278932
878	0.08534605597
879	0.08501877736
880	0.08493562268
881	0.08490578789
882	0.08468330358
883	0.08467429422
884	0.08463368418
885	0.08461508359
886	0.08459216729
887	0.08453167945
888	0.08448606945
889	0.08446915231
890	0.08442919391
891	0.08442488158
892	0.08436923638
893	0.08432425761
894	0.08430370529
895	0.08421805826
896	0.08419986319
897	0.08411094112
898	0.08400781832
899	0.08371039945
900	0.08357570078
901	0.08356709207
902	0.08355227237
903	0.08346149165
904	0.08341878207
905	0.08341271054
906	0.08336016559
907	0.08326472448
908	0.08322142327
909	0.0831378218
910	0.08309174798
911	0.08302562543
912	0.08299993378
913	0.08286839008
914	0.08282296743
915	0.0827814362
916	0.08269877785
917	0.08264675738
918	0.08259509785
919	0.0825203766
920	0.08244610356
921	0.08241038869
922	0.08238118312
923	0.08231434345
924	0.0822380346
925	0.0821675966
926	0.08184989281
927	0.08180470436
928	0.08171255279
929	0.08155473169
930	0.08150050227
931	0.08130582728
932	0.08122191883
933	0.0810973944
934	0.08100529017
935	0.08095288102
936	0.08088911557
937	0.08085249164
938	0.08077782246
939	0.08077134316
940	0.08075217109
941	0.08064221745
942	0.08038971535
943	0.08029789342
944	0.08026128672
945	0.080225997
946	0.08009662422
947	0.0800127447
948	0.07998252314
949	0.07996448191
950	0.07989052982
951	0.07984654268
952	0.07983384755
953	0.07971412586
954	0.07965435353
955	0.07957668243
956	0.07956094395
957	0.07954249452
958	0.0794624322
959	0.07928662327
960	0.07917235933
961	0.07908562314
962	0.07904458892
963	0.07900517432
964	0.07881903099
965	0.07870066404
966	0.07868859511
967	0.07861236838
968	0.07847770412
969	0.07844732391
970	0.07830100245
971	0.07826090733
972	0.07807363217
973	0.07789824793
974	0.07788249096
975	0.07784381099
976	0.07775858369
977	0.07763224357
978	0.07736577128
979	0.0773194751
980	0.07721832628
981	0.07718828818
982	0.07695796284
983	0.07694456879
984	0.07672258038
985	0.07662194656
986	0.0766070189
987	0.07658902539
988	0.07651580926
989	0.07647349115
990	0.07632163033
991	0.07622876778
992	0.07615647222
993	0.07613044927
994	0.076079971
995	0.07605449417
996	0.07597147654
997	0.07582283444
998	0.07579868381
999	0.07575592258
1000	0.07567569059
1001	0.07565351316
1002	0.07559614258
1003	0.07549278863
1004	0.07539462072
1005	0.07538056264
1006	0.07536365388
1007	0.07524857283
1008	0.07522745671
1009	0.07518555445
1010	0.07501821548
1011	0.0749780197
1012	0.07490699774
1013	0.07479247104
1014	0.07475472438
1015	0.07471970091
1016	0.07465852519
1017	0.07456917861
1018	0.07448488119
1019	0.0744716543
1020	0.07441514919
1021	0.07425650393
1022	0.07407947801
1023	0.07400120051
1024	0.0738773887
1025	0.07380331722
1026	0.07363954766
1027	0.07352986251
1028	0.07349937284
1029	0.07342177988
1030	0.07340514114
1031	0.07334790544
1032	0.07333509725
1033	0.07333224394
1034	0.07328380726
1035	0.07320989821
1036	0.07312042997
1037	0.07304618119
1038	0.07299466691
1039	0.07298599267
1040	0.07298185931
1041	0.07297578974
1042	0.07285060169
1043	0.07280875999
1044	0.07267863475
1045	0.07258112261
1046	0.07249291738
1047	0.0724619531
1048	0.07245519201
1049	0.07241181697
1050	0.07227809898
1051	0.07211541193
1052	0.07202467021
1053	0.07200081434
1054	0.07198683601
1055	0.07188914314
1056	0.07181299191
1057	0.0718001858
1058	0.07169934168
1059	0.07168974158
1060	0.07167525714
1061	0.07155410363
1062	0.07149286847
1063	0.0714747271
1064	0.07134621041
1065	0.07123893303
1066	0.07121737639
1067	0.07113831567
1068	0.07110540737
1069	0.07102283115
1070	0.07097998367
1071	0.07094878453
1072	0.07089615255
1073	0.07082344664
1074	0.07070847709
1075	0.07057308085
1076	0.07054955887
1077	0.07052755929
1078	0.07047952878
1079	0.07046964358
1080	0.07040086053
1081	0.07038574625
1082	0.07030128353
1083	0.07025474583
1084	0.07022051077
1085	0.07015601907
1086	0.07014015524
1087	0.07011300419
1088	0.07008525699
1089	0.07004737283
1090	0.06996354109
1091	0.06994422829
1092	0.06985941933
1093	0.06971993599
1094	0.06969406118
1095	0.06968297361
1096	0.06965369044
1097	0.06959231226
1098	0.06957656122
1099	0.06956109279
1100	0.06951116013
1101	0.06938779949
1102	0.0693646562
1103	0.06931493052
1104	0.0692401864
1105	0.0691815061
1106	0.06908657621
1107	0.06908362431
1108	0.06901923495
1109	0.06900460689
1110	0.06881176775
1111	0.06872461857
1112	0.0686251633
1113	0.06862032061
1114	0.06857367681
1115	0.06852840576
1116	0.06851760339
1117	0.06851178524
1118	0.06849215733
1119	0.06847930146
1120	0.06846015456
1121	0.06844641828
1122	0.06838350227
1123	0.068365561
1124	0.06827849228
1125	0.06823952403
1126	0.06822917896
1127	0.0681835194
1128	0.06810174264
1129	0.06808508786
1130	0.06805740893
1131	0.0680452188
1132	0.06796715197
1133	0.06791946017
1134	0.06789590768
1135	0.06788959669
1136	0.06786803227
1137	0.06780936443
1138	0.06778985742
1139	0.06777964174
1140	0.0677421977
1141	0.06768199773
1142	0.06766571769
1143	0.06766239102
1144	0.06763602205
1145	0.06762558134
1146	0.06756171716
1147	0.06755193761
1148	0.06752978713
1149	0.06750705025
1150	0.06749622508
1151	0.06746041676
1152	0.06744297756
1153	0.06739279357
1154	0.06733663118
1155	0.06729582059
1156	0.06719615699
1157	0.06717846643
1158	0.06706904765
1159	0.06706185162
1160	0.06704340314
1161	0.06703392192
1162	0.06701271647
1163	0.06699126201
1164	0.06697496352
1165	0.0669413583
1166	0.06693398828
1167	0.06679159425
1168	0.06673912394
1169	0.06672675606
1170	0.06667592951
1171	0.06665248185
1172	0.06661709883
1173	0.06657980774
1174	0.06656284762
1175	0.06654435318
1176	0.06652219461
1177	0.06651981377
1178	0.06648553601
1179	0.06642594592
1180	0.06633405823
1181	0.06627849479
1182	0.06619735703
1183	0.0661409106
1184	0.0660289538
1185	0.06596886699
1186	0.06588917542
1187	0.06575017139
1188	0.06574270313
1189	0.06566802109
1190	0.06565610355
1191	0.06556690946
1192	0.06552795317
1193	0.06549583372
1194	0.06542406328
1195	0.06541195733
1196	0.06540770305
1197	0.06538450194
1198	0.06537339338
1199	0.0651908707
1200	0.06518300173
1201	0.06513647233
1202	0.06509185885
1203	0.06502276033
1204	0.06499687454
1205	0.06495941914
1206	0.06488811382
1207	0.06487838345
1208	0.0648545736
1209	0.06484163195
1210	0.06478717203
1211	0.06471244872
1212	0.06463765523
1213	0.06453431818
1214	0.06450430501
1215	0.06444796689
1216	0.06431044488
1217	0.06429038941
1218	0.06425505386
1219	0.06423187676
1220	0.06421724205
1221	0.06410117712
1222	0.06407590403
1223	0.06404365275
1224	0.06399494226
1225	0.06396251187
1226	0.06394370396
1227	0.06385614096
1228	0.06369414313
1229	0.06353368629
1230	0.06348484384
1231	0.06339589689
1232	0.06327787472
1233	0.06325546915
1234	0.06321623859
1235	0.06319648368
1236	0.06319355003
1237	0.06317807408
1238	0.06312331084
1239	0.06311500172
1240	0.06309938536
1241	0.06305186977
1242	0.06304054976
1243	0.06298671077
1244	0.06298412358
1245	0.06293213265
1246	0.06291541145
1247	0.06280615955
1248	0.06272779075
1249	0.06267537851
1250	0.06253863191
1251	0.0625283009
1252	0.06251500213
1253	0.06245065384
1254	0.06243477258
1255	0.062411328
1256	0.06237964931
1257	0.06229230161
1258	0.06228608023
1259	0.06225847997
1260	0.06218801308
1261	0.06216168007
1262	0.06213610622
1263	0.06207211382
1264	0.06201994256
1265	0.06199683342
1266	0.06191636145
1267	0.06189876503
1268	0.06186123127
1269	0.06182360288
1270	0.06181659332
1271	0.06175363174
1272	0.06174669668
1273	0.06173960068
1274	0.06169060157
1275	0.06168090213
1276	0.06166674639
1277	0.06161521717
1278	0.0615690089
1279	0.06155499732
1280	0.06150955471
1281	0.06146161425
1282	0.06144489199
1283	0.06142277992
1284	0.06141467314
1285	0.06138593397
1286	0.06137975378
1287	0.06137234116
1288	0.06125868439
1289	0.06123698058
1290	0.06122159088
1291	0.06120268681
1292	0.06114579034
1293	0.0611176102
1294	0.06108135931
1295	0.06105189451
1296	0.06104441939
1297	0.06100768137
1298	0.06094479471
1299	0.06090952763
1300	0.06084811492
1301	0.06075891657
1302	0.06071621756
1303	0.06069934455
1304	0.06067978645
1305	0.06066631924
1306	0.06064716456
1307	0.0606283069
1308	0.06060806239
1309	0.06058808811
1310	0.06055376582
1311	0.06054369333
1312	0.06048273709
1313	0.06044856916
1314	0.06043115718
1315	0.0604288697
1316	0.06040252914
1317	0.06034653218
1318	0.06031781464
1319	0.06029424803
1320	0.06027868416
1321	0.0601972844
1322	0.06018263918
1323	0.06007252723
1324	0.06004730473
1325	0.06002121727
1326	0.06001566616
1327	0.05998665805
1328	0.05996068808
1329	0.05987934207
1330	0.05984319564
1331	0.05972895305
1332	0.05965507866
1333	0.05960980021
1334	0.05958434125
1335	0.05950842186
1336	0.05946390915
1337	0.05946132526
1338	0.05945883675
1339	0.05943736947
1340	0.05942768676
1341	0.05940849291
1342	0.05938823555
1343	0.05936848298
1344	0.05934661417
1345	0.05932606688
1346	0.05931644506
1347	0.05925255047
1348	0.05922645584
1349	0.05921959969
1350	0.05920262403
1351	0.05915362753
1352	0.05914945283
1353	0.05913648006
1354	0.05911205116
1355	0.05909352487
1356	0.05905908132
1357	0.05905394838
1358	0.05902382074
1359	0.0590176279
1360	0.05899618735
1361	0.05893543466
1362	0.05891707069
1363	0.05891313992
1364	0.05881654547
1365	0.05880145576
1366	0.05874588454
1367	0.05864472045
1368	0.05862034625
1369	0.05859920482
1370	0.05852676556
1371	0.05851962843
1372	0.05851105903
1373	0.05848740055
1374	0.05846835317
1375	0.05838460819
1376	0.05836184819
1377	0.05831262325
1378	0.05822594734
1379	0.05821115607
1380	0.058170281
1381	0.05814914282
1382	0.05807191032
1383	0.05806703632
1384	0.05804118861
1385	0.05797050177
1386	0.05792738865
1387	0.05791132634
1388	0.05790166553
1389	0.05787968887
1390	0.0578596689
1391	0.05785266579
1392	0.05769256264
1393	0.05766340432
1394	0.05765124152
1395	0.05755932759
1396	0.05750425545
1397	0.05743492358
1398	0.05738838568
1399	0.057380743
1400	0.05732817599
1401	0.05726232409
1402	0.05721970567
1403	0.05715705414
1404	0.05704304766
1405	0.05703536212
1406	0.05702496416
1407	0.05692285459
1408	0.05681525441
1409	0.05668900706
1410	0.05654540946
1411	0.05649278591
1412	0.05646679388
1413	0.05638727977
1414	0.05626874533
1415	0.05621981072
1416	0.05614066442
1417	0.05610854162
1418	0.05610398496
1419	0.05607221672
1420	0.05599759997
1421	0.05593876992
1422	0.05581630762
1423	0.05579445864
1424	0.05578808371
1425	0.05575181514
1426	0.05574392354
1427	0.05566131805
1428	0.05562612643
1429	0.05554871896
1430	0.05545312388
1431	0.0553966392
1432	0.05536610223
1433	0.05530982359
1434	0.05528205894
1435	0.05527112132
1436	0.05523196775
1437	0.05522646841
1438	0.05518407828
1439	0.05516796064
1440	0.05509420115
1441	0.05507405828
1442	0.05501288473
1443	0.05494596381
1444	0.05493182293
1445	0.05488303126
1446	0.05487664684
1447	0.05487463549
1448	0.05479766023
1449	0.05476832066
1450	0.05474341912
1451	0.05472054955
1452	0.05470219028
1453	0.05463085134
1454	0.05458241354
1455	0.05456615648
1456	0.05451980229
1457	0.05445029022
1458	0.05443104966
1459	0.05440974906
1460	0.05438092456
1461	0.05435327979
1462	0.05434000224
1463	0.05429485373
1464	0.05423035707
1465	0.05419569702
1466	0.05408950999
1467	0.05403394557
1468	0.0539980606
1469	0.05397727968
1470	0.05396883087
1471	0.05396239434
1472	0.05395066836
1473	0.05392072864
1474	0.05381790812
1475	0.05377518373
1476	0.05375965179
1477	0.05369104319
1478	0.0536809513
1479	0.05364470661
1480	0.05357930949
1481	0.05354460824
1482	0.05353325538
1483	0.05350878088
1484	0.05350711914
1485	0.05344834727
1486	0.05342079758
1487	0.0534041037
1488	0.0533650478
1489	0.05334484455
1490	0.05332523866
1491	0.05328456861
1492	0.05328292104
1493	0.05326829448
1494	0.05325415367
1495	0.05324979386
1496	0.05323879431
1497	0.0531877494
1498	0.05317476927
1499	0.05314060857
